player_id,game_id,shots,goals,fo,fo_wins,takeaways,giveaways,name,team,pos
8475848,2019020679,4,0,0,0,0.0,0.0,B. Gallagher,MTL,RW
8476326,2019020679,2,1,0,0,0.0,0.0,J. Archibald,EDM,RW
8479977,2019020679,1,0,0,0,0.0,0.0,K. Yamamoto,EDM,RW
8473546,2019020690,1,0,0,0,1.0,0.0,M. Grabner,ARI,RW
8473548,2019020690,1,0,0,0,2.0,1.0,P. Kessel,ARI,RW
8475799,2019020690,3,0,0,0,1.0,1.0,N. Niederreiter,CAR,RW
8478427,2019020690,1,0,10,5,1.0,1.0,S. Aho,CAR,RW
8478856,2019020690,2,0,0,0,0.0,0.0,C. Garland,ARI,RW
8480830,2019020690,1,0,0,0,1.0,2.0,A. Svechnikov,CAR,RW
8474573,2019020694,2,0,4,2,0.0,1.0,J. Bailey,NYI,RW
8475780,2019020694,2,0,2,0,1.0,0.0,C. Wagner,BOS,RW
8475832,2019020694,3,0,0,0,0.0,0.0,T. Kuhnhackl,NYI,RW
8476439,2019020694,0,0,1,1,0.0,1.0,B. Ritchie,BOS,RW
8477956,2019020694,5,0,0,0,1.0,1.0,D. Pastrnak,BOS,RW
8474141,2019020699,4,0,0,0,0.0,0.0,P. Kane,CHI,RW
8477240,2019020699,2,0,1,0,0.0,0.0,C. Rowney,ANA,RW
8478131,2019020699,3,0,0,0,2.0,1.0,O. Kase,ANA,RW
8478466,2019020699,3,0,0,0,1.0,0.0,D. Sprong,ANA,RW
8479337,2019020699,4,0,0,0,1.0,1.0,A. DeBrincat,CHI,RW
8479423,2019020699,2,0,0,0,0.0,0.0,A. Nylander,CHI,RW
8471817,2019020701,1,0,0,0,0.0,0.0,R. Reaves,VGK,RW
8474679,2019020701,1,0,0,0,1.0,0.0,G. Nyquist,CBJ,RW
8475191,2019020701,2,0,0,0,1.0,0.0,R. Smith,VGK,RW
8475913,2019020701,1,0,1,1,1.0,2.0,M. Stone,VGK,RW
8477949,2019020701,1,0,3,1,2.0,1.0,A. Tuch,VGK,RW
8478434,2019020701,1,0,1,1,0.0,0.0,K. Kolesar,VGK,RW
8474161,2019020711,4,0,0,0,1.0,0.0,J. Voracek,PHI,RW
8475780,2019020711,1,0,6,2,0.0,0.0,C. Wagner,BOS,RW
8476439,2019020711,1,0,1,0,0.0,0.0,B. Ritchie,BOS,RW
8477956,2019020711,3,1,0,0,0.0,0.0,D. Pastrnak,BOS,RW
8477979,2019020711,1,0,0,0,1.0,0.0,N. Aube-Kubel,PHI,RW
8471698,2019020712,0,0,1,0,0.0,1.0,T. Oshie,WSH,RW
8475209,2019020712,1,0,0,0,0.0,0.0,R. Panik,WSH,RW
8476880,2019020712,2,0,1,0,0.0,2.0,T. Wilson,WSH,RW
8477903,2019020712,1,0,0,0,0.0,0.0,G. Hathaway,WSH,RW
8478427,2019020712,3,0,10,5,1.0,0.0,S. Aho,CAR,RW
8471887,2019020727,3,0,0,0,0.0,0.0,P. Hornqvist,PIT,RW
8475780,2019020727,0,0,5,3,0.0,0.0,C. Wagner,BOS,RW
8475810,2019020727,2,0,0,0,0.0,1.0,B. Rust,PIT,RW
8477956,2019020727,3,0,0,0,0.0,1.0,D. Pastrnak,BOS,RW
8475692,2019020736,1,0,0,0,0.0,0.0,M. Zuccarello,MIN,RW
8476453,2019020736,3,2,0,0,0.0,0.0,N. Kucherov,TBL,RW
8477451,2019020736,2,0,1,1,1.0,0.0,R. Hartman,MIN,RW
8473546,2019020739,2,0,0,0,0.0,0.0,M. Grabner,ARI,RW
8477937,2019020739,2,1,1,0,0.0,0.0,J. Virtanen,VAN,RW
8478444,2019020739,3,0,0,0,0.0,0.0,B. Boeser,VAN,RW
8478856,2019020739,1,0,0,0,0.0,0.0,C. Garland,ARI,RW
8474149,2019020749,3,1,0,0,0.0,1.0,E. Dadonov,FLA,RW
8475792,2019020749,2,0,0,0,0.0,0.0,B. Connolly,FLA,RW
8476822,2019020749,1,0,14,8,1.0,0.0,L. Glendening,DET,RW
8479379,2019020749,0,0,0,0,0.0,1.0,G. Smith,DET,RW
8470606,2019020750,3,1,0,0,1.0,2.0,D. Brown,LAK,RW
8474161,2019020750,5,0,0,0,0.0,0.0,J. Voracek,PHI,RW
8479644,2019020750,3,0,0,0,0.0,0.0,M. Luff,LAK,RW
8476474,2019020754,1,0,0,0,0.0,0.0,S. Noesen,SJS,RW
8476624,2019020754,2,1,7,1,0.0,0.0,B. Goodrow,SJS,RW
8477937,2019020754,4,0,1,0,3.0,1.0,J. Virtanen,VAN,RW
8478099,2019020754,4,0,0,0,0.0,0.0,K. Labanc,SJS,RW
8478414,2019020754,1,0,3,1,1.0,2.0,T. Meier,SJS,RW
8478444,2019020754,3,0,0,0,0.0,2.0,B. Boeser,VAN,RW
8479571,2019020754,2,0,0,0,1.0,0.0,J. Blichfeld,SJS,RW
8471887,2019020786,3,0,2,2,0.0,0.0,P. Hornqvist,PIT,RW
8474161,2019020786,2,1,0,0,1.0,1.0,J. Voracek,PHI,RW
8475810,2019020786,3,1,0,0,1.0,2.0,B. Rust,PIT,RW
8477979,2019020786,1,0,0,0,0.0,0.0,N. Aube-Kubel,PHI,RW
8470606,2019020804,6,0,1,0,0.0,0.0,D. Brown,LAK,RW
8475164,2019020804,1,0,0,0,0.0,1.0,J. Silfverberg,ANA,RW
8477240,2019020804,2,0,2,1,1.0,0.0,C. Rowney,ANA,RW
